,avg_n,avg_p,count_n,count_p,max_n,max_p,min_n,min_p,phi_avg_n,phi_avg_p,phi_count_n,phi_count_p,phi_max_n,phi_max_p,phi_min_n,phi_min_p,phi_n,phi_p,phi_pos_n,phi_pos_p,phi_sum_n,phi_sum_p,sum_n,sum_p
30,18.5712251906,20.1718921513,15.0,10.0,27.1440535777,24.8457250044,16.4660850191,16.2903754734,0.443797901011,0.285613446332,0.549458050587,0.576136363636,0.303634486102,0.231885510902,0.500536147435,0.353666718472,8.2418707588,5.76136363636,156.257179806,117.277806559,0.0295865267341,0.0285613446332,278.568377859,201.718921513
31,15.251983417,16.3361142023,16.0,9.0,20.3728611464,20.1384576693,13.8272313259,13.8272313259,0.613673952394,0.301071189416,0.584984059086,0.546481481481,0.459422212624,0.24422591909,0.67690665794,0.355699070726,9.35974494538,4.91833333333,144.766832798,80.7517761224,0.0383546220246,0.0334523543795,244.031734673,147.025027821
32,13.7878606103,12.1048896934,12.0,13.0,16.461120625,13.6703849206,12.5764792083,10.7859673669,0.815184224898,0.376286408115,0.936637205387,0.350377343336,0.682799593095,0.333195114096,0.893703736832,0.422299206776,11.2396464646,4.55490546336,155.621530869,53.9296692853,0.0679320187415,0.0289451083165,165.454327324,157.363566014
33,13.2456371831,12.3380768505,20.0,5.0,17.1200083594,16.2276607322,10.796807012,10.9447680937,1.30788665114,0.0944345806704,0.866189602881,0.233028222731,1.01190324759,0.0717996963876,1.60452919445,0.10645644601,17.3237920576,1.16514111365,229.182415445,15.6131443338,0.0653943325572,0.0188869161341,264.912743661,61.6903842524
34,13.555055717,12.9648596438,14.0,11.0,17.6545342945,15.5925725648,11.7320018203,11.5340919176,0.711929049044,0.348406805456,0.689302709023,0.410640484699,0.546615264122,0.289692115455,0.82255680438,0.391625570869,9.65023792632,4.51704533169,133.670494258,58.466732727,0.0508520749317,0.0316733459505,189.770780038,142.613456082
35,16.8827144113,16.3590421698,8.0,17.0,23.97743234,19.6450153953,14.6766542385,14.5888735215,0.209761539336,0.704581462021,0.442668020385,0.678016344074,0.147694887129,0.586727860341,0.241290971738,0.790073190523,3.54134416308,11.5262778493,64.767909114,187.667378586,0.026220192417,0.0414459683542,135.06171529,278.103716886
36,17.5907361971,16.9163433809,14.0,11.0,27.6210587073,23.9922534765,14.9541131852,15.1181628357,0.496871982954,0.311951318417,0.624310283992,0.479734147314,0.316437688667,0.219949144236,0.584477586043,0.349055350033,8.74034397588,5.27707562046,162.924098912,87.5825736915,0.0354908559253,0.0283592107652,246.270306759,186.07977719
37,14.8435543502,14.6241414029,9.0,16.0,16.994129844,16.994129844,13.6304400836,13.4756098403,0.287444078129,0.693856314087,0.47407686626,0.634190803158,0.251068565176,0.597091639507,0.313026708614,0.752993962483,4.26669179634,10.1470528505,64.543935025,148.397393761,0.0319382309032,0.0433660196305,133.591989151,233.986262447
38,17.8912734061,18.3050902206,12.0,13.0,24.0823276507,23.36235881,15.3997717912,15.3791020724,0.346302462133,0.411109165765,0.516316002601,0.578876182297,0.257275464444,0.322116034218,0.402330119902,0.489325731402,6.19579203121,7.52539036986,114.789249032,137.468157228,0.0288585385111,0.031623781982,214.695280873,237.966172868
39,16.2086966151,0.0,25.0,0.0,26.3780616523,0.0,13.343423718,0.0,1.54238188262,0.0,1.0,0.0,0.947757281393,0.0,1.87358211269,0.0,25.0,0.0,405.217415378,0.0,0.0616952753046,0.0,405.217415378,0.0
40,36.978795491,39.6669694405,20.0,5.0,49.3849384355,45.2408167052,30.7404050782,34.6971796429,0.406968297461,0.0499089945618,0.752459872158,0.395947712418,0.304732534249,0.0437600093515,0.489557551532,0.0570576220449,15.0491974432,1.97973856209,555.68632141,81.6693819029,0.0203484148731,0.00998179891237,739.575909821,198.334847203
41,18.8185004364,19.3953949046,12.0,13.0,27.694842226,28.0175188223,14.6274740231,15.028860003,0.315768839148,0.398789902118,0.495191336441,0.594975971965,0.214563274591,0.276066117224,0.406242118626,0.514655644805,5.9422960373,7.73468763554,112.820339875,154.534344591,0.026314069929,0.0306761463168,225.822005237,252.14013376
42,12.1225232137,12.8002575761,14.0,11.0,15.9155881261,20.1384576693,10.3067049114,10.4043529366,0.63463816269,0.489149732339,0.54952970425,0.569203869746,0.483388725476,0.310909736487,0.746447669325,0.601790674093,7.6934158595,6.2612425672,91.8777513099,87.2784094979,0.045331297335,0.0444681574854,169.715324992,140.802833337
43,20.5590502586,20.2343327075,10.0,15.0,27.1134038302,21.8500682394,18.8418385437,19.0113237168,0.242227577708,0.453246916876,0.49799689441,0.611409927648,0.183671846416,0.419730904922,0.264303769112,0.482404542227,4.9799689441,9.17114891472,106.744612099,185.027714427,0.0242227577708,0.0302164611251,205.590502586,303.514990613
44,0.0,20.1384576693,24.0,1.0,0.0,20.1384576693,0.0,20.1384576693,0.0,0.0496562356673,0.88266840926,1.0,0.0,0.0496562356673,0.0,0.0496562356673,21.1840418222,1.0,0.0,20.1384576693,0.0,0.0496562356673,0.0,20.1384576693
45,19.1362714643,18.2443436454,13.0,12.0,24.6262119389,23.9536066201,14.2537858427,14.9085797012,0.439934408657,0.299622075091,0.647592636197,0.455534008475,0.34185949067,0.2282081437,0.59062935023,0.366661896121,8.41870427056,5.4664081017,166.235865713,98.8340236476,0.0338411083583,0.0249685062576,248.771529036,218.932123745
46,17.1158502144,17.0195049289,14.0,11.0,21.5059895182,21.6581047553,15.0841247216,15.2957565684,0.486614957246,0.327594956528,0.594916337164,0.50686399794,0.38727949315,0.257432681222,0.55215856896,0.36451312182,8.3288287203,5.57550397733,142.260037642,98.0056445105,0.0347582112319,0.0297813596844,239.621903001,187.214554218
47,15.3504156586,13.9955266639,5.0,20.0,23.9281223294,22.5637724487,11.4652827034,11.076311099,0.138187828179,1.08085640178,0.424248120301,0.756357729547,0.0886505247799,0.670417795842,0.185014243119,1.36572135395,2.1212406015,15.1271545909,39.005344191,208.098108497,0.0276375656358,0.0540428200889,76.752078293,279.910533278
48,12.1524455052,13.268074812,5.0,20.0,12.9724996469,22.6781457295,11.7024141848,11.7024141848,0.0784745904448,1.34103227928,0.190731636784,0.889645830335,0.0735138338701,0.784584278579,0.0814924312935,1.52044837294,0.953658183921,17.7929166067,11.4948953138,238.930357783,0.015694918089,0.0670516139638,60.7622275259,265.361496239
49,13.142926209,13.5575534398,13.0,12.0,18.9966981889,21.6100632435,10.9447680937,10.9447680937,0.512049704126,0.511498208047,0.51767934436,0.57788869083,0.354263220365,0.320899768401,0.614890276258,0.633605411336,6.72983147669,6.93466428996,89.3006002575,98.0207238894,0.039388438779,0.0426248506706,170.858040717,162.690641278
50,14.5773355812,14.2383358858,18.0,7.0,21.2542379191,16.0513967872,12.7398015999,12.7905879367,0.92254619179,0.167729349297,0.74712585705,0.341169544741,0.632733362547,0.148783737942,1.05561027159,0.186714389128,13.4482654269,2.38818681319,200.475671167,34.0568260972,0.0512525662106,0.0239613356138,262.392040462,99.6683512003
51,22.2520511159,22.8659533438,8.0,17.0,29.2501894199,30.7478325149,19.7195190141,19.7338890283,0.125113914553,0.547940680785,0.348005152742,0.737010943647,0.0951802800991,0.407481926927,0.141182004487,0.634907089222,2.78404122194,12.529186042,62.9082554575,289.878213103,0.0156392393191,0.0322318047521,178.016408927,388.721206845
52,14.9453438208,15.307649712,3.0,22.0,17.1053348447,18.7484680226,12.6020635263,12.4034551252,0.0298345391871,1.31393449293,0.148629148629,0.914238589194,0.0260671568219,1.07279426447,0.0353820979362,1.62158436978,0.445887445887,20.1132489623,6.68352132024,309.808150182,0.00994484639571,0.0597242951331,44.8360314625,336.768293664
53,14.5894707405,15.0275672143,12.0,13.0,21.2403193879,17.8020223537,12.8076455719,12.8373381167,0.417236489944,0.516455434967,0.507271630159,0.597005289397,0.286589831854,0.435965566606,0.475283261684,0.604569942117,6.0872595619,7.76106876216,93.3781723062,116.108373979,0.0347697074953,0.0397273411513,175.073648886,195.358373786
54,12.303016188,13.2238460151,11.0,14.0,15.0314713615,24.9718057846,11.4529772345,11.4529772345,0.42496443865,0.648670429829,0.475304033459,0.612708419899,0.347826519593,0.343504108296,0.456505261559,0.748968386384,5.22834436805,8.57791787859,64.4060158118,118.843694785,0.0386331307864,0.0463336021306,135.333178068,185.133844211
55,11.1827547066,12.4511466139,12.0,13.0,13.1820124372,16.8088964684,9.82211075966,10.4542409793,0.450750453873,0.734416373659,0.420052646629,0.703409688007,0.382387119079,0.544017030581,0.513192315062,0.874700130045,5.04063175954,9.14432594409,55.7506940995,118.335774513,0.0375625378227,0.0564935672045,134.193056479,161.864905981
56,16.4104585991,15.3935544747,12.0,13.0,21.1478040591,17.0875150295,13.2986775204,13.3688385049,0.523244445428,0.397189348942,0.715556775741,0.470319683055,0.406031817058,0.357814221036,0.645679338846,0.457343835628,8.58668130889,6.11415587972,149.098203261,92.3157157626,0.0436037037857,0.0305530268417,196.925503189,200.116208172
57,16.738120358,16.0622542069,9.0,16.0,26.1301188335,22.2165935201,13.2986775204,13.1850421243,0.259009135688,0.661250524584,0.481702898551,0.663823376271,0.165912987789,0.478073923022,0.325996782786,0.80554721936,4.33532608696,10.6211740203,82.5250187088,167.842567871,0.0287787928542,0.0413281577865,150.643083222,256.996067311
58,15.1367045796,14.2121880001,9.0,16.0,18.7532395381,18.0410838048,13.2986775204,12.2555819521,0.326541508993,0.654233969458,0.549195817178,0.581131010622,0.26356845411,0.515384567277,0.371673224426,0.758682550231,4.9427623546,9.29809616996,76.8134469827,131.938055879,0.0362823898882,0.0408896230911,136.230341216,227.395008001
59,13.1072416486,14.4932160122,11.0,14.0,16.1580614026,20.4003276545,12.0677893377,12.3288060554,0.291310238393,0.765171341576,0.34711578994,0.792128109985,0.236307660567,0.543608599216,0.31640208347,0.899502635532,3.81827368934,11.0897935398,49.4663197947,164.536777226,0.0264827489448,0.0546550958269,144.179658135,202.90502417
60,13.6578718413,14.6783915639,10.0,15.0,16.1580614026,17.8510136958,13.0860785585,12.8690705477,0.233386663034,0.834459672728,0.318756513319,0.816568388039,0.19727398317,0.686152956313,0.243584441201,0.951780144117,3.18756513319,12.2485258206,43.1968952279,182.178511721,0.0233386663034,0.0556306448485,136.578718413,220.175873459
61,12.9271974405,13.4036897305,17.0,8.0,15.6883299088,14.9438721495,11.7194075712,11.8860373815,0.846060416545,0.281332361896,0.643364120661,0.471361461251,0.697154516437,0.252336988184,0.933254516905,0.317253897911,10.9371900512,3.77089169001,141.87231189,51.2833291351,0.0497682597968,0.035166545237,219.762356488,107.229517844
62,14.1326033528,13.6959204411,15.0,10.0,19.6759620629,16.4918253438,11.7540635261,11.5958611861,0.711934902466,0.307751583202,0.670766239302,0.421494119915,0.511359676207,0.255577603528,0.856001294122,0.363486689905,10.0614935895,4.21494119915,144.015397598,58.7760278662,0.047462326831,0.0307751583202,211.989050291,136.959204411
63,16.5209495947,19.0980538882,17.0,8.0,18.9181201555,28.1329489404,15.539765605,15.9901010828,0.57192840006,0.303002847293,0.555811780538,0.723345588235,0.499457672933,0.20569349904,0.608040076622,0.361896693204,9.44880026914,5.78676470588,154.07466849,116.837968361,0.0336428470623,0.0378753559116,280.856143109,152.784431106
64,15.2188425259,17.6310992081,9.0,16.0,18.735492544,26.5493441698,13.9062463799,13.9077366496,0.166694712852,0.762869267955,0.281877842755,0.840638984133,0.135406132443,0.506612278635,0.182428853587,0.96710371249,2.5369005848,13.4502237461,37.8876605388,243.165176109,0.0185216347614,0.0476793292472,136.969582733,282.09758733
65,16.2430036301,17.5306728887,10.0,15.0,18.5575697846,26.5493441698,14.627662437,14.609728141,0.257001099584,0.586774570692,0.417446979349,0.685770203882,0.224947007714,0.387450363837,0.285381879127,0.70408928619,4.17446979349,10.2865530582,67.4523996865,189.254340099,0.0257001099584,0.0391183047128,162.430036301,262.960093331
66,16.1004577146,16.6272025014,5.0,20.0,16.7740608906,21.3867715225,15.3880463485,14.7105671578,0.0730969243396,1.02348473953,0.235378787879,0.850884401061,0.0701615397173,0.795710937637,0.0764810498189,1.15683425654,1.17689393939,17.0176880212,18.7885831014,286.909508185,0.0146193848679,0.0511742369763,80.5022885728,332.544050028
67,15.7788476588,15.2183315894,14.0,11.0,22.1148077671,17.1929932129,13.9037632731,13.8754712171,0.609202402558,0.305305718278,0.686607993093,0.422385786989,0.434664049742,0.270240533417,0.691360440659,0.33485303556,9.6125119033,4.64624365688,155.185129925,70.5866858257,0.0435144573255,0.027755065298,220.903867223,167.401647483
68,11.5750281052,12.3813438784,17.0,8.0,16.5283293327,16.1580614026,10.184786759,10.184786759,0.968614106496,0.287250583669,0.659513853282,0.444568531958,0.678334469267,0.220109836635,1.10083163949,0.349202034351,11.2117355058,3.55654825567,130.942067992,45.2968540793,0.0569773003821,0.0359063229586,196.775477788,99.050751027
69,13.7026494732,14.3342604431,17.0,8.0,16.5283293327,17.8908062666,12.5865417214,12.5865417214,0.805471809565,0.274505627999,0.649241051001,0.491854395604,0.667768510951,0.219936156381,0.876896776839,0.31262242258,11.037097867,3.93483516484,150.138207227,59.5889367737,0.0473806946803,0.0343132034999,232.945041045,114.674083545
70,16.016190814,15.3001754888,15.0,10.0,19.7087473787,18.3530867487,14.393010168,14.2344644206,0.7181464137,0.222836806746,0.766797999615,0.340944224857,0.583597210579,0.18576941826,0.799135820789,0.239520233979,11.5019699942,3.40944224857,186.606057047,51.9032879706,0.04787642758,0.0222836806746,240.242862211,153.001754888
71,14.2862821863,13.7722253299,13.0,12.0,18.3502451113,15.988279388,11.7553375417,12.3217351591,0.63254542296,0.397583162337,0.695132492925,0.456300408255,0.492457858368,0.342476183095,0.768733554097,0.444385861922,9.03672240803,5.47560489906,135.883081794,73.9837268522,0.0486573402277,0.0331319301947,185.721668421,165.266703958
72,13.8540589652,14.044419623,13.0,12.0,18.9011675422,21.3357192256,12.5042497942,12.5623714395,0.531155023386,0.453421934693,0.566050231819,0.530670659759,0.389322670001,0.298468865745,0.588492163444,0.50691447453,7.35865301365,6.36804791711,101.731606979,93.7955792251,0.040858078722,0.0377851612244,180.102766548,168.533035476
73,12.1549076134,12.6969599317,18.0,7.0,13.8736179864,13.7819484601,10.7093966096,11.6461475372,1.08390713285,0.204988023925,0.731932836741,0.371817818036,0.949629078317,0.188850272789,1.2302085301,0.223483750136,13.1747910613,2.60272472625,162.225950324,32.8435534212,0.0602170629363,0.0292840034178,218.788337041,88.878719522
74,16.5915587782,18.2847773921,23.0,2.0,25.2694506043,20.7127673974,15.3895662597,15.8567873869,1.20415871392,0.037288842363,0.86864652523,0.340909090909,0.790633337984,0.0329177733104,1.2982087827,0.0429985068969,19.9788700803,0.681818181818,331.29355714,13.2394359508,0.0523547266922,0.0186444211815,381.605851898,36.5695547843
75,13.639052306,13.5933289915,17.0,8.0,16.8216887401,17.9042969552,12.3121685851,12.3121685851,0.907491079147,0.228617987684,0.728077546808,0.388459939996,0.735795227634,0.17357171453,1.00529148949,0.252407161134,12.3773182957,3.10767951997,167.918711569,45.3260499398,0.0533818281851,0.0285772484605,231.863889203,108.746631932
76,21.5547840247,24.1210795818,17.0,8.0,27.1507504359,31.161760022,17.3527674174,17.7536999279,0.461962076224,0.209863767497,0.585734869448,0.632767579643,0.366748344733,0.162447199182,0.573827363735,0.285131587089,9.95749278062,5.06214063714,209.497780229,131.988996463,0.0271742397779,0.0262329709371,366.43132842,192.968636655
77,14.779483387,16.0615414904,15.0,10.0,16.4804783231,21.7519839308,12.8726323241,13.8291414553,0.5359350224,0.386296471632,0.528056184006,0.620451680672,0.480619712898,0.285239122392,0.615324244539,0.448655242033,7.92084276009,6.20451680672,116.113203879,103.583180504,0.0357290014934,0.0386296471632,221.692250805,160.615414904
78,17.9663908287,17.7646698566,22.0,3.0,21.4034844681,19.0148389495,15.3227344608,15.6306518959,1.13037515305,0.0233727839336,0.923125535581,0.138403263403,0.948853062361,0.0218360929226,1.32540062185,0.0265638178737,20.3087617828,0.41520979021,366.646844149,7.37731028062,0.0513806887752,0.00779092797787,395.260598231,53.2940095698
79,19.2833922425,16.6550328882,20.0,5.0,27.6613425243,18.2885860496,15.7927692652,15.7631913453,0.975363884811,0.0460321316572,0.940416218498,0.153333333333,0.679949801911,0.0419204997361,1.19094530251,0.0486365133729,18.80832437,0.766666666667,366.165468598,12.5845697151,0.0487681942406,0.00920642633144,385.667844849,83.2751644412
80,15.6532262651,13.7880804006,20.0,5.0,23.8766984534,15.250699756,13.3643510898,13.3643510898,1.20932003722,0.0533556879017,0.946488008475,0.147134502924,0.792813135638,0.0482386071716,1.41643691058,0.0550473801293,18.9297601695,0.73567251462,298.256415699,10.0516653843,0.060466001861,0.0106711375803,313.064525302,68.9404020032
81,17.861735357,17.1126678548,19.0,6.0,22.7541904719,19.1258803611,15.7212894656,15.7178277185,0.898578186783,0.0826007240556,0.844745566837,0.235586459221,0.705371865007,0.0739060753618,1.02091916856,0.089930923067,16.0501657699,1.41351875533,289.026928275,24.3045743503,0.0472935887781,0.0137667873426,339.372971783,102.676007129
82,11.8970439037,11.491573005,14.0,11.0,17.5463208097,13.4578380891,9.76817456931,10.3336465427,0.773388696319,0.434270223812,0.657217091052,0.453677089165,0.52438567461,0.370820925899,0.941940503771,0.482931940841,9.20103927473,4.99044798081,115.137949422,56.8685097435,0.0552420497371,0.0394791112556,166.558614652,126.407303055
83,13.4747942753,13.0313663752,12.0,13.0,17.5463208097,16.5884579828,11.8160453887,11.6618178808,0.540390770196,0.499240885707,0.606804538055,0.500445453165,0.414996085824,0.392187802982,0.616251395211,0.557871076159,7.28165445665,6.50579089114,99.735045658,85.3724071301,0.045032564183,0.0384031450544,161.697531303,169.407762878
